temperature 1;temperature 2;temperature 3;temperature 4;temperature 5;humidity;pressure;atm;altitude;battery;time;n
26,5;25,0;25,0000;25,0000;25,2500;53,2;95828;0,9457;467,98;1023;2016-07-17T14:18:12;1
26,4;25,0;25,0000;25,0000;25,1875;53,2;95820;0,9457;468,67;1023;2016-07-17T14:18:13;2
26,3;25,0;25,0000;25,0000;25,1875;53,1;95833;0,9458;467,54;1023;2016-07-17T14:18:14;3
26,3;25,0;25,0625;24,9375;25,1875;53,1;95816;0,9456;469,02;1023;2016-07-17T14:18:15;4
26,3;25,0;25,0625;24,9375;25,1250;52,8;95827;0,9457;468,06;1023;2016-07-17T14:18:16;5
26,2;25,0;25,0625;24,9375;25,1250;52,8;95822;0,9457;468,50;1023;2016-07-17T14:18:17;6
26,2;25,0;25,0625;24,9375;25,1250;52,6;95822;0,9457;468,50;1023;2016-07-17T14:18:18;7
26,2;25,0;25,0625;24,9375;25,1250;52,6;95816;0,9456;469,02;1023;2016-07-17T14:18:19;8
26,2;25,0;25,1250;24,9375;25,0625;52,6;95825;0,9457;468,24;1023;2016-07-17T14:18:20;9
26,1;25,0;25,1250;24,8750;25,0625;52,6;95823;0,9457;468,41;1023;2016-07-17T14:18:21;10
26,1;25,0;25,1250;24,8750;25,0625;52,6;95820;0,9457;468,67;1023;2016-07-17T14:18:22;11
26,1;25,0;25,1250;24,8750;25,0000;52,5;95823;0,9457;468,41;1023;2016-07-17T14:18:23;12
26,1;25,0;25,1250;24,8750;25,0000;52,5;95820;0,9457;468,67;1023;2016-07-17T14:18:24;13
26,1;25,0;25,1250;24,8125;25,0000;51,9;95823;0,9457;468,41;1023;2016-07-17T14:18:25;14
26,1;25,0;25,1250;24,8125;25,0000;51,9;95817;0,9456;468,94;1023;2016-07-17T14:18:26;15
26,1;25,0;25,1250;24,8125;25,0000;51,7;95832;0,9458;467,63;1023;2016-07-17T14:18:27;16
26,0;25,0;25,1875;24,8125;25,0000;51,7;95823;0,9457;468,41;1023;2016-07-17T14:18:28;17
26,0;25,0;25,1875;24,8125;24,9375;51,6;95812;0,9456;469,37;1023;2016-07-17T14:18:29;18
26,0;25,0;25,1875;24,8125;24,9375;51,6;95812;0,9456;469,37;1023;2016-07-17T14:18:30;19
26,0;25,0;25,1875;24,7500;24,9375;51,5;95818;0,9457;468,85;1023;2016-07-17T14:18:31;20
26,0;25,0;25,1875;24,7500;24,9375;51,5;95821;0,9457;468,59;1023;2016-07-17T14:18:32;21
26,0;25,0;25,1875;24,7500;24,9375;51,3;95824;0,9457;468,32;1023;2016-07-17T14:18:33;22
26,0;25,0;25,1875;24,7500;24,9375;51,3;95815;0,9456;469,11;1023;2016-07-17T14:18:34;23
26,0;25,0;25,2500;24,7500;24,8750;51,4;95812;0,9456;469,37;1023;2016-07-17T14:18:35;24
26,1;25,0;25,2500;24,7500;24,8750;51,4;95823;0,9457;468,41;1023;2016-07-17T14:18:36;25
26,0;25,0;25,2500;24,7500;24,8750;51,6;95823;0,9457;468,41;1023;2016-07-17T14:18:37;26
26,0;25,0;25,2500;24,6875;24,8750;51,6;95818;0,9457;468,85;1023;2016-07-17T14:18:38;27
26,0;25,0;25,2500;24,6875;24,8750;51,7;95821;0,9457;468,59;1023;2016-07-17T14:18:39;28
26,0;25,0;25,2500;24,6875;24,8750;51,7;95818;0,9457;468,85;1023;2016-07-17T14:18:40;29
26,0;25,0;25,2500;24,6875;24,8125;51,8;95821;0,9457;468,59;1023;2016-07-17T14:18:41;30
26,0;25,0;25,3125;24,6875;24,8125;51,8;95824;0,9457;468,32;1023;2016-07-17T14:18:42;31
26,0;25,0;25,3125;24,6875;24,8125;51,9;95818;0,9457;468,85;1023;2016-07-17T14:18:43;32
26,0;25,0;25,3125;24,6875;24,8125;51,9;95807;0,9455;469,80;1023;2016-07-17T14:18:44;33
25,9;25,0;25,3125;24,6250;24,8125;51,9;95816;0,9456;469,02;1023;2016-07-17T14:18:45;34
25,9;25,0;25,3125;24,6250;24,8125;51,9;95813;0,9456;469,28;1023;2016-07-17T14:18:46;35
25,9;25,0;25,3125;24,6250;24,7500;51,9;95819;0,9457;468,76;1023;2016-07-17T14:18:47;36
25,9;25,0;25,3125;24,6250;24,7500;51,9;95807;0,9455;469,80;1023;2016-07-17T14:18:48;37
25,9;25,0;25,3125;24,6250;24,7500;51,8;95816;0,9456;469,02;1023;2016-07-17T14:18:49;38
25,9;25,0;25,3125;24,5625;24,7500;51,8;95828;0,9457;467,98;1023;2016-07-17T14:18:50;39
25,9;24,9;25,3125;24,5625;24,7500;51,7;95810;0,9456;469,54;1023;2016-07-17T14:18:51;40
25,9;24,9;25,3125;24,5625;24,7500;51,7;95828;0,9457;467,98;1023;2016-07-17T14:18:52;41
25,9;24,9;25,3125;24,5625;24,7500;51,6;95825;0,9457;468,24;1023;2016-07-17T14:18:53;42
25,8;24,9;25,3125;24,5625;24,6875;51,6;95817;0,9456;468,94;1023;2016-07-17T14:18:54;43
25,8;24,9;25,3125;24,5625;24,6875;51,6;95819;0,9457;468,76;1023;2016-07-17T14:18:55;44
25,8;24,9;25,3125;24,5000;24,6875;51,6;95817;0,9456;468,94;1023;2016-07-17T14:18:56;45
25,8;24,9;25,3125;24,5000;24,6875;51,6;95811;0,9456;469,46;1023;2016-07-17T14:18:57;46
25,8;24,9;25,3125;24,5000;24,6875;51,6;95823;0,9457;468,41;1023;2016-07-17T14:18:58;47
25,8;24,9;25,3125;24,5000;24,6875;51,6;95817;0,9456;468,94;1023;2016-07-17T14:18:59;48
25,8;24,9;25,3750;24,5000;24,6250;51,6;95814;0,9456;469,20;1023;2016-07-17T14:19:0;49
25,8;24,9;25,3125;24,5000;24,6250;51,6;95814;0,9456;469,20;1023;2016-07-17T14:19:1;50
25,8;24,9;25,3125;24,5000;24,6250;51,6;95814;0,9456;469,20;1023;2016-07-17T14:19:2;51
25,8;24,9;25,3125;24,4375;24,6250;51,6;95817;0,9456;468,94;1023;2016-07-17T14:19:3;52
25,8;24,9;25,3750;24,4375;24,6250;51,6;95817;0,9456;468,94;1023;2016-07-17T14:19:4;53
25,8;24,9;25,3125;24,4375;24,5625;51,6;95809;0,9456;469,63;1023;2016-07-17T14:19:5;54
25,8;24,9;25,3125;24,4375;24,5625;51,6;95820;0,9457;468,67;1023;2016-07-17T14:19:6;55
25,8;24,9;25,3125;24,4375;24,5625;51,6;95817;0,9456;468,94;1023;2016-07-17T14:19:7;56
25,8;24,9;25,3750;24,4375;24,5000;51,6;95806;0,9455;469,89;1023;2016-07-17T14:19:8;57
25,8;24,9;25,3125;24,3750;24,5000;51,5;95817;0,9456;468,94;1023;2016-07-17T14:19:9;58
25,8;24,9;25,3750;24,3750;24,5000;51,5;95820;0,9457;468,67;1023;2016-07-17T14:19:10;59
25,7;24,9;25,3750;24,3750;24,5000;51,5;95812;0,9456;469,37;1023;2016-07-17T14:19:11;60
25,7;24,9;25,3750;24,3750;24,5000;51,5;95818;0,9457;468,85;1023;2016-07-17T14:19:12;1
25,7;24,9;25,3750;24,3750;24,5000;51,3;95815;0,9456;469,11;1023;2016-07-17T14:19:13;2
25,7;24,9;25,3750;24,3125;24,4375;51,3;95815;0,9456;469,11;1023;2016-07-17T14:19:14;3
25,7;24,9;25,3750;24,3125;24,4375;51,2;95818;0,9457;468,85;1023;2016-07-17T14:19:15;4
25,8;24,9;25,3750;24,3125;24,4375;51,2;95823;0,9457;468,41;1023;2016-07-17T14:19:16;5
25,8;24,9;25,3750;24,3125;24,4375;51,2;95817;0,9456;468,94;1023;2016-07-17T14:19:17;6
25,8;24,9;25,3750;24,3125;24,4375;51,2;95817;0,9456;468,94;1023;2016-07-17T14:19:18;7
26,0;24,8;25,3750;24,3125;24,4375;51,2;95818;0,9457;468,85;1023;2016-07-17T14:19:19;8
26,1;24,8;25,3750;24,2500;24,4375;51,2;95814;0,9456;469,20;1023;2016-07-17T14:19:20;9
26,2;24,8;25,3750;24,2500;24,4375;51,4;95813;0,9456;469,28;1023;2016-07-17T14:19:21;10
26,3;24,8;25,3750;24,2500;24,4375;51,4;95804;0,9455;470,07;1023;2016-07-17T14:19:22;11
26,4;24,8;25,3750;24,2500;24,4375;52,6;95811;0,9456;469,46;1023;2016-07-17T14:19:23;12
26,4;24,8;25,4375;24,3125;24,4375;52,6;95817;0,9456;468,94;1023;2016-07-17T14:19:24;13
26,6;24,8;25,4375;24,3125;24,4375;53,6;95810;0,9456;469,54;1023;2016-07-17T14:19:25;14
26,7;24,8;25,4375;24,3125;24,4375;53,6;95806;0,9455;469,89;1023;2016-07-17T14:19:26;15
26,9;24,8;25,4375;24,3125;24,4375;54,3;95816;0,9456;469,02;1023;2016-07-17T14:19:27;16
27,0;24,8;25,5000;24,3125;24,4375;54,3;95826;0,9457;468,15;1023;2016-07-17T14:19:28;17
27,2;24,8;25,5000;24,3125;24,4375;53,9;95822;0,9457;468,50;1023;2016-07-17T14:19:29;18
27,3;24,8;25,5000;24,3125;24,4375;53,9;95818;0,9457;468,85;1023;2016-07-17T14:19:30;19
27,6;24,8;25,5625;24,3125;24,4375;54,3;95810;0,9456;469,54;1023;2016-07-17T14:19:31;20
27,7;24,8;25,5625;24,3750;24,4375;54,3;95823;0,9457;468,41;1023;2016-07-17T14:19:32;21
27,8;24,9;25,6250;24,3750;24,4375;54,1;95819;0,9457;468,76;1023;2016-07-17T14:19:33;22
27,8;24,9;25,6250;24,4375;24,5000;54,1;95813;0,9456;469,28;1023;2016-07-17T14:19:34;23
27,7;24,9;25,6875;24,5000;24,5000;54,4;95818;0,9457;468,85;1023;2016-07-17T14:19:35;24
27,6;24,9;25,6875;24,5000;24,5000;54,4;95812;0,9456;469,37;1023;2016-07-17T14:19:36;25
27,6;25,0;25,6875;24,5000;24,5000;54,2;95816;0,9456;469,02;1023;2016-07-17T14:19:37;26
27,6;25,0;25,7500;24,5000;24,5000;54,2;95816;0,9456;469,02;1023;2016-07-17T14:19:38;27
27,5;24,9;25,7500;24,5000;24,5000;53,7;95822;0,9457;468,50;1023;2016-07-17T14:19:39;28
27,5;24,9;25,8125;24,5000;24,5625;53,7;95822;0,9457;468,50;1023;2016-07-17T14:19:40;29
27,5;25,0;25,8125;24,5000;24,5625;53,6;95819;0,9457;468,76;1023;2016-07-17T14:19:41;30
27,6;25,0;25,8125;24,5000;24,5625;53,6;95816;0,9456;469,02;1023;2016-07-17T14:19:42;31
27,5;24,9;25,8750;24,5625;24,5625;53,9;95822;0,9457;468,50;1023;2016-07-17T14:19:43;32
27,5;24,9;25,8750;24,5625;24,5625;53,9;95810;0,9456;469,54;1023;2016-07-17T14:19:44;33
27,6;25,0;25,8750;24,5625;24,5625;53,7;95824;0,9457;468,32;1023;2016-07-17T14:19:45;34
27,6;25,0;25,9375;24,5625;24,5625;53,7;95824;0,9457;468,32;1023;2016-07-17T14:19:46;35
27,5;24,9;25,9375;24,5625;24,5625;53,9;95807;0,9455;469,80;1023;2016-07-17T14:19:47;36
27,5;24,9;25,9375;24,5625;24,5625;53,9;95816;0,9456;469,02;1023;2016-07-17T14:19:48;37
27,7;24,9;26,0000;24,5625;24,5625;53,6;95823;0,9457;468,41;1023;2016-07-17T14:19:49;38
27,8;24,9;26,0000;24,5625;24,6250;53,6;95808;0,9456;469,72;1023;2016-07-17T14:19:50;39
27,6;24,9;26,0000;24,5625;24,6250;53,4;95812;0,9456;469,37;1023;2016-07-17T14:19:51;40
27,6;24,9;26,0625;24,5625;24,6250;53,4;95816;0,9456;469,02;1023;2016-07-17T14:19:52;41
27,5;24,9;26,0625;24,5625;24,6250;53,2;95822;0,9457;468,50;1023;2016-07-17T14:19:53;42
27,4;24,9;26,0625;24,5625;24,6250;53,2;95828;0,9457;467,98;1023;2016-07-17T14:19:54;43
27,4;24,9;26,0625;24,5625;24,6250;53,1;95820;0,9457;468,67;1023;2016-07-17T14:19:55;44
27,3;24,9;26,0625;24,5625;24,6250;53,1;95815;0,9456;469,11;1023;2016-07-17T14:19:56;45
27,0;24,9;26,0625;24,5625;24,6250;53,0;95706;0,9445;478,61;1023;2016-07-17T14:19:57;46
27,1;24,9;26,0625;24,5625;24,6250;53,0;95765;0,9451;473,46;1023;2016-07-17T14:19:58;47
27,3;24,9;26,0625;24,7500;24,6250;53,2;95807;0,9455;469,80;1023;2016-07-17T14:19:59;48
27,2;24,9;26,0625;25,0000;24,6875;53,2;95816;0,9456;469,02;1023;2016-07-17T14:20:0;49
27,2;24,9;26,1250;25,2500;24,7500;54,0;95802;0,9455;470,24;1023;2016-07-17T14:20:1;50
27,2;24,9;26,1250;25,5000;24,8750;54,0;95808;0,9456;469,72;1023;2016-07-17T14:20:2;51
27,1;25,0;26,1250;25,8125;25,0000;55,6;95814;0,9456;469,20;1023;2016-07-17T14:20:3;52
27,1;25,0;26,1250;26,0625;25,1875;55,6;95814;0,9456;469,20;1023;2016-07-17T14:20:4;53
27,0;25,0;26,1250;26,3125;25,3125;55,9;95815;0,9456;469,11;1023;2016-07-17T14:20:5;54
27,0;25,0;26,1250;26,4375;25,5000;55,9;95809;0,9456;469,63;1023;2016-07-17T14:20:6;55
27,0;25,0;26,1250;26,4375;25,6875;55,6;95806;0,9455;469,89;1023;2016-07-17T14:20:7;56
27,0;25,0;26,1250;26,4375;25,8750;55,6;95812;0,9456;469,37;1023;2016-07-17T14:20:8;57
26,9;25,0;26,1250;26,5000;26,0000;56,3;95801;0,9455;470,33;1023;2016-07-17T14:20:9;58
26,9;25,0;26,1250;26,5000;26,1250;56,3;95813;0,9456;469,28;1023;2016-07-17T14:20:10;59
26,9;25,0;26,1250;26,4375;26,2500;55,3;95810;0,9456;469,54;1023;2016-07-17T14:20:11;60
27,0;25,0;26,1250;26,4375;26,3125;55,3;95815;0,9456;469,11;1023;2016-07-17T14:20:12;1
27,0;25,1;26,1875;26,4375;26,3750;54,1;95809;0,9456;469,63;1023;2016-07-17T14:20:13;2
27,0;25,1;26,1875;26,6250;26,5000;54,1;95763;0,9451;473,64;1023;2016-07-17T14:20:14;3
27,1;25,3;26,2500;26,8750;26,6250;52,3;95808;0,9456;469,72;1023;2016-07-17T14:20:15;4
27,1;25,3;26,2500;27,1250;26,7500;52,3;95817;0,9456;468,94;1023;2016-07-17T14:20:16;5
27,1;25,5;26,2500;27,3750;26,9375;52,1;95820;0,9457;468,67;1023;2016-07-17T14:20:17;6
27,0;25,5;26,3125;27,5625;27,1250;52,1;95806;0,9455;469,89;1023;2016-07-17T14:20:18;7
27,0;25,5;26,3125;27,7500;27,3125;51,7;95815;0,9456;469,11;1023;2016-07-17T14:20:19;8
27,0;25,5;26,3125;28,0000;27,5000;51,7;95829;0,9458;467,89;1023;2016-07-17T14:20:20;9
27,0;25,4;26,3125;28,2500;27,6875;50,9;95824;0,9457;468,32;1023;2016-07-17T14:20:21;10
26,9;25,4;26,3125;28,3750;27,8750;50,9;95792;0,9454;471,11;1023;2016-07-17T14:20:22;11
27,0;25,4;26,3750;28,4375;28,0625;50,3;95791;0,9454;471,20;1023;2016-07-17T14:20:23;12
26,3;25,4;26,3750;28,4375;28,1875;50,3;95496;0,9425;496,93;1023;2016-07-17T14:20:24;13
27,1;25,5;26,4375;28,5000;28,3125;50,5;95579;0,9433;489,68;1023;2016-07-17T14:20:25;14
27,2;25,5;26,4375;28,5625;28,5000;50,5;95778;0,9453;472,33;1023;2016-07-17T14:20:26;15
27,5;25,7;26,5000;28,5625;28,6250;56,6;95771;0,9452;472,94;1023;2016-07-17T14:20:27;16
27,6;25,7;26,6250;28,6875;28,7500;56,6;95772;0,9452;472,85;1023;2016-07-17T14:20:28;17
27,9;25,9;26,6875;28,8750;28,8750;64,7;95775;0,9452;472,59;1023;2016-07-17T14:20:29;18
28,2;25,9;26,8125;29,0000;28,9375;64,7;95795;0,9454;470,85;1023;2016-07-17T14:20:30;19
27,9;25,9;26,8750;29,1875;29,0000;73,2;95755;0,9450;474,34;1023;2016-07-17T14:20:31;20
28,1;25,9;26,9375;29,4375;29,0625;73,2;95751;0,9450;474,68;1023;2016-07-17T14:20:32;21
28,3;25,9;27,0625;29,6250;29,1875;80,8;95769;0,9452;473,12;1023;2016-07-17T14:20:33;22
28,6;25,9;27,1250;29,8125;29,3125;80,8;95788;0,9454;471,46;1023;2016-07-17T14:20:34;23
28,6;26,0;27,2500;30,0000;29,4375;87,2;95766;0,9451;473,38;1023;2016-07-17T14:20:35;24
28,9;26,0;27,3750;30,1250;29,6250;87,2;95777;0,9452;472,42;1023;2016-07-17T14:20:36;25
28,8;26,0;27,4375;30,3125;29,7500;91,8;95775;0,9452;472,59;1023;2016-07-17T14:20:37;26
28,8;26,0;27,5625;30,5000;29,8750;91,8;95773;0,9452;472,77;1023;2016-07-17T14:20:38;27
29,0;26,1;27,6250;30,6875;30,0625;94,5;95768;0,9452;473,20;1023;2016-07-17T14:20:39;28
29,0;26,1;27,6875;30,8125;30,1250;94,5;95757;0,9450;474,16;1023;2016-07-17T14:20:40;29
29,2;26,1;27,7500;31,0000;30,1875;96,5;95755;0,9450;474,34;1023;2016-07-17T14:20:41;30
29,3;26,1;27,8750;31,1250;30,3125;96,5;95763;0,9451;473,64;1023;2016-07-17T14:20:42;31
29,5;26,2;27,9375;31,3125;30,4375;98,0;95775;0,9452;472,59;1023;2016-07-17T14:20:43;32
29,6;26,2;28,0625;31,4375;30,5000;98,0;95769;0,9452;473,12;1023;2016-07-17T14:20:44;33
29,8;26,3;28,1250;31,4375;30,5625;99,0;95767;0,9451;473,29;1023;2016-07-17T14:20:45;34
29,8;26,3;28,2500;31,5000;30,5625;99,0;95767;0,9451;473,29;1023;2016-07-17T14:20:46;35
30,0;26,4;28,3125;31,6875;30,5625;99,9;95763;0,9451;473,64;1023;2016-07-17T14:20:47;36
30,0;26,4;28,4375;31,7500;30,5625;99,9;95771;0,9452;472,94;1023;2016-07-17T14:20:48;37
30,2;26,5;28,5625;31,8125;30,6250;99,9;95755;0,9450;474,34;1023;2016-07-17T14:20:49;38
30,3;26,5;28,6250;31,9375;30,6250;99,9;95759;0,9451;473,99;1023;2016-07-17T14:20:50;39
30,5;26,5;28,7500;32,0625;30,6250;99,9;95761;0,9451;473,81;1023;2016-07-17T14:20:51;40
30,6;26,5;28,8750;32,1250;30,6250;99,9;95760;0,9451;473,90;1023;2016-07-17T14:20:52;41
30,7;26,6;28,9375;32,1875;30,6875;99,9;95768;0,9452;473,20;1023;2016-07-17T14:20:53;42
30,8;26,6;29,0625;32,3125;30,7500;99,9;95761;0,9451;473,81;1023;2016-07-17T14:20:54;43
31,0;26,7;29,1250;32,4375;30,7500;99,9;95774;0,9452;472,68;1023;2016-07-17T14:20:55;44
31,1;26,7;29,2500;32,5625;30,8125;99,9;95764;0,9451;473,55;1023;2016-07-17T14:20:56;45
31,2;26,7;29,3125;32,6875;30,8750;99,9;95764;0,9451;473,55;1023;2016-07-17T14:20:57;46
31,2;26,7;29,4375;32,8125;30,9375;99,9;95766;0,9451;473,38;1023;2016-07-17T14:20:58;47
31,4;26,8;29,5000;32,9375;30,9375;99,9;95770;0,9452;473,03;1023;2016-07-17T14:20:59;48
31,5;26,8;29,6250;33,0000;31,0000;99,9;95761;0,9451;473,81;1023;2016-07-17T14:21:0;49
31,6;26,9;29,7500;33,1250;31,0625;99,9;95779;0,9453;472,24;1023;2016-07-17T14:21:1;50
31,7;26,9;29,8125;33,2500;31,1250;99,9;95774;0,9452;472,68;1023;2016-07-17T14:21:2;51
31,7;27,0;29,9375;33,3125;31,1875;99,9;95767;0,9451;473,29;1023;2016-07-17T14:21:3;52
31,8;27,0;30,0000;33,3750;31,2500;99,9;95770;0,9452;473,03;1023;2016-07-17T14:21:4;53
31,9;27,1;30,0625;33,4375;31,3125;99,9;95776;0,9452;472,50;1023;2016-07-17T14:21:5;54
31,9;27,1;30,1875;33,5000;31,3750;99,9;95785;0,9453;471,72;1023;2016-07-17T14:21:6;55
32,0;27,1;30,2500;33,5625;31,4375;99,9;95781;0,9453;472,07;1023;2016-07-17T14:21:7;56
32,1;27,1;30,3750;33,6250;31,4375;99,9;95775;0,9452;472,59;1023;2016-07-17T14:21:8;57
32,1;27,2;30,4375;33,6875;31,5000;99,9;95775;0,9452;472,59;1023;2016-07-17T14:21:9;58
32,1;27,2;30,5000;33,6875;31,5625;99,9;95775;0,9452;472,59;1023;2016-07-17T14:21:10;59
32,2;27,2;30,5625;33,8125;31,6250;99,9;95785;0,9453;471,72;1023;2016-07-17T14:21:11;60
32,3;27,2;30,6875;33,8750;31,6875;99,9;95769;0,9452;473,12;1023;2016-07-17T14:21:12;1
32,3;27,3;30,7500;33,9375;31,6875;99,9;95784;0,9453;471,81;1023;2016-07-17T14:21:13;2
32,4;27,3;30,8125;34,0000;31,7500;99,9;95770;0,9452;473,03;1023;2016-07-17T14:21:14;3
32,5;27,3;30,8750;34,0625;31,8125;99,9;95780;0,9453;472,16;1023;2016-07-17T14:21:15;4
32,6;27,3;30,9375;34,1875;31,8750;99,9;95779;0,9453;472,24;1023;2016-07-17T14:21:16;5
32,7;27,4;31,0625;34,2500;31,9375;99,9;95774;0,9452;472,68;1023;2016-07-17T14:21:17;6
32,8;27,4;31,1250;34,3750;31,9375;99,9;95770;0,9452;473,03;1023;2016-07-17T14:21:18;7
32,9;27,4;31,1875;34,4375;32,0000;99,9;95782;0,9453;471,98;1023;2016-07-17T14:21:19;8
33,0;27,4;31,3125;34,5000;32,0625;99,9;95791;0,9454;471,20;1023;2016-07-17T14:21:20;9
33,0;27,5;31,3750;34,5625;32,1250;99,9;95802;0,9455;470,24;1023;2016-07-17T14:21:21;10
33,0;27,5;31,4375;34,5625;32,1875;99,9;95814;0,9456;469,20;1023;2016-07-17T14:21:22;11
32,9;27,5;31,5000;34,5000;32,1875;99,9;95814;0,9456;469,20;1023;2016-07-17T14:21:23;12
32,8;27,5;31,5625;34,5000;32,2500;99,9;95809;0,9456;469,63;1023;2016-07-17T14:21:24;13
32,8;27,6;31,5625;34,4375;32,2500;99,9;95822;0,9457;468,50;1023;2016-07-17T14:21:25;14
32,7;27,6;31,6250;34,3750;32,3125;99,9;95813;0,9456;469,28;1023;2016-07-17T14:21:26;15
32,6;27,6;31,6250;34,3750;32,3125;99,9;95809;0,9456;469,63;1023;2016-07-17T14:21:27;16
32,5;27,6;31,6250;34,3125;32,3125;99,9;95797;0,9454;470,68;1023;2016-07-17T14:21:28;17
32,6;27,6;31,6875;34,3125;32,3750;99,9;95803;0,9455;470,15;1023;2016-07-17T14:21:29;18
32,6;27,6;31,6875;34,3125;32,3750;99,9;95806;0,9455;469,89;1023;2016-07-17T14:21:30;19
32,6;27,7;31,7500;34,3750;32,3750;99,9;95791;0,9454;471,20;1023;2016-07-17T14:21:31;20
32,6;27,7;31,8125;34,3750;32,4375;99,9;95785;0,9453;471,72;1023;2016-07-17T14:21:32;21
32,7;27,7;31,8125;34,4375;32,4375;99,9;95781;0,9453;472,07;1023;2016-07-17T14:21:33;22
32,7;27,7;31,8125;34,5000;32,5000;99,9;95784;0,9453;471,81;1023;2016-07-17T14:21:34;23
32,9;27,7;31,8750;34,5625;32,5000;99,9;95777;0,9452;472,42;1023;2016-07-17T14:21:35;24
33,0;27,7;31,9375;34,6250;32,5625;99,9;95785;0,9453;471,72;1023;2016-07-17T14:21:36;25
33,1;27,7;31,9375;34,6875;32,5625;99,9;95807;0,9455;469,80;1023;2016-07-17T14:21:37;26
33,2;27,7;32,0000;34,7500;32,6250;99,9;95801;0,9455;470,33;1023;2016-07-17T14:21:38;27
33,1;27,8;32,0625;34,7500;32,6250;99,9;95818;0,9457;468,85;1023;2016-07-17T14:21:39;28
33,1;27,8;32,0625;34,7500;32,6875;99,9;95819;0,9457;468,76;1023;2016-07-17T14:21:40;29
33,0;27,8;32,1250;34,7500;32,6875;99,9;95817;0,9456;468,94;1023;2016-07-17T14:21:41;30
32,9;27,8;32,1250;34,6875;32,6875;99,9;95817;0,9456;468,94;1023;2016-07-17T14:21:42;31
32,9;27,9;32,1250;34,6875;32,6875;99,9;95809;0,9456;469,63;1023;2016-07-17T14:21:43;32
32,9;27,9;32,1875;34,6250;32,7500;99,9;95821;0,9457;468,59;1023;2016-07-17T14:21:44;33
32,9;27,9;32,1875;34,5625;32,7500;99,9;95815;0,9456;469,11;1023;2016-07-17T14:21:45;34
32,9;27,9;32,1875;34,5625;32,7500;99,9;95818;0,9457;468,85;1023;2016-07-17T14:21:46;35
32,8;27,9;32,1875;34,5000;32,7500;99,9;95821;0,9457;468,59;1023;2016-07-17T14:21:47;36
32,8;27,9;32,1875;34,4375;32,7500;99,9;95818;0,9457;468,85;1023;2016-07-17T14:21:48;37
32,8;27,9;32,1875;34,4375;32,7500;99,9;95822;0,9457;468,50;1023;2016-07-17T14:21:49;38
32,8;27,9;32,1875;34,3750;32,7500;99,9;95828;0,9457;467,98;1023;2016-07-17T14:21:50;39
32,8;27,9;32,1875;34,3750;32,7500;99,9;95816;0,9456;469,02;1023;2016-07-17T14:21:51;40
32,7;27,9;32,1875;34,3750;32,7500;99,9;95819;0,9457;468,76;1023;2016-07-17T14:21:52;41
32,7;27,9;32,1875;34,3125;32,7500;99,9;95816;0,9456;469,02;1023;2016-07-17T14:21:53;42
32,7;27,9;32,1875;34,2500;32,7500;99,9;95822;0,9457;468,50;1023;2016-07-17T14:21:54;43
32,6;27,9;32,1875;34,2500;32,6875;99,9;95814;0,9456;469,20;1023;2016-07-17T14:21:55;44
32,5;27,9;32,1875;34,2500;32,6875;99,9;95827;0,9457;468,06;1023;2016-07-17T14:21:56;45
32,5;27,9;32,1875;34,1875;32,6875;99,9;95821;0,9457;468,59;1023;2016-07-17T14:21:57;46
32,5;27,9;32,1250;34,1875;32,6875;99,9;95821;0,9457;468,59;1023;2016-07-17T14:21:58;47
32,6;27,9;32,1250;34,1875;32,6875;99,9;95806;0,9455;469,89;1023;2016-07-17T14:21:59;48
32,6;27,9;32,1250;34,1250;32,6875;99,9;95824;0,9457;468,32;1023;2016-07-17T14:22:0;49
32,5;27,9;32,1250;34,0625;32,6875;99,9;95810;0,9456;469,54;1023;2016-07-17T14:22:1;50
32,5;27,9;32,0625;34,0625;32,6875;99,9;95827;0,9457;468,06;1023;2016-07-17T14:22:2;51
32,4;27,9;32,0625;34,0000;32,6875;99,9;95807;0,9455;469,80;1023;2016-07-17T14:22:3;52
32,4;27,9;32,0625;34,0000;32,6875;99,9;95819;0,9457;468,76;1023;2016-07-17T14:22:4;53
32,3;27,9;32,0000;33,9375;32,6875;99,9;95817;0,9456;468,94;1023;2016-07-17T14:22:5;54
32,3;27,9;32,0000;33,9375;32,6875;99,9;95817;0,9456;468,94;1023;2016-07-17T14:22:6;55
32,3;27,9;31,9375;33,8750;32,6250;99,9;95820;0,9457;468,67;1023;2016-07-17T14:22:7;56
32,3;27,9;31,9375;33,8750;32,6250;99,9;95823;0,9457;468,41;1023;2016-07-17T14:22:8;57
32,3;27,9;31,9375;33,8125;32,6250;99,9;95817;0,9456;468,94;1023;2016-07-17T14:22:9;58
32,3;27,9;31,8750;33,8125;32,6250;99,9;95823;0,9457;468,41;1023;2016-07-17T14:22:10;59
32,3;27,9;31,8750;33,8125;32,6250;99,9;95820;0,9457;468,67;1023;2016-07-17T14:22:11;60
32,3;27,9;31,8750;33,7500;32,6250;99,9;95818;0,9457;468,85;1023;2016-07-17T14:22:12;1
32,2;27,9;31,8125;33,7500;32,6250;99,9;95824;0,9457;468,32;1023;2016-07-17T14:22:13;2
32,2;27,9;31,8125;33,6875;32,5625;99,9;95824;0,9457;468,32;1023;2016-07-17T14:22:14;3
32,2;27,9;31,8125;33,6875;32,5625;99,9;95824;0,9457;468,32;1023;2016-07-17T14:22:15;4
